103004;++++-+2002++-++100++-2221++++;2(2)2(2)3(4)3(5)0(4)0(3);37;63
101003;+++--+1122+-+++120+++2220++-+;2(2)2(2)4(4)3(5)1(4)1(3);42;68
101014;------0000-----000---0000----;0(2)0(2)0(4)0(5)0(4)0(3);0;0
101014;+-++++2222++-++222+++2222++++;2(2)2(2)3(4)1(5)4(4)2(3);52;79
101004;+++-+-0021++---201-+-1020----;1(2)0(2)0(4)0(5)0(4)0(3);17;41
104004;++++++2022+++++221+++2222-+-+;0(2)1(2)0(4)3(5)0(4)1(3);40;66
101005;+++-++1202++-++112-++2222---+;0(2)2(2)2(4)1(5)0(4)0(3);34;60
114001;-++-++2222++--+122+++2121++++;2(2)2(2)4(4)4(5)3(4)3(3);51;78
105001;+-+-++0122-+---000+++2221++++;1(2)2(2)3(4)0(5)0(4)1(3);31;56
103001;+-++++1222++-+-000-++2102++++;1(2)2(2)4(4)4(5)1(4)0(3);38;64
110002;++-+--1001-+---000---0100----;0(2)0(2)0(4)0(5)0(4)0(3);7;20
101014;++++--2002+---+112+++2001--+-;2(2)2(2)1(4)0(5)0(4)0(3);26;51
103005;++++++1112+-++-222---1220-+-+;2(2)0(2)3(4)5(5)1(4)1(3);39;65
101003;+-+--+2101+--++010+++1020-+-+;1(2)2(2)1(4)0(5)0(4)0(3);23;47
114001;--+---2000-----001+-+0000++--;0(2)0(2)0(4)0(5)0(4)0(3);8;23
113003;+++-+-1011-----000---1100-+-+;0(2)0(2)0(4)0(5)0(4)0(3);11;31
101014;+-+-++2002++-++120+++2220-++-;2(2)2(2)4(4)1(5)1(4)1(3);37;63
101014;+-++++2202+++-+222+++2221++-+;2(2)2(2)4(4)5(5)0(4)1(3);48;75
104002;+-+--+2101---++010-++1221++-+;0(2)2(2)1(4)0(5)0(4)0(3);24;49
105001;+-+-+-1222-++++210---1002++++;2(2)2(2)3(4)0(5)1(4)0(3);32;57
104002;-++--+1111++-+-121++-1100-++-;1(2)2(2)0(4)0(5)0(4)0(3);23;47
110007;+-----2002---++100--+0200----;0(2)0(2)0(4)0(5)0(4)0(3);11;31
101019;-+++++2222+++++222+++2222++++;2(2)2(2)4(4)5(5)4(4)3(3);59;98
112001;+-++++2212+++++120+++2222++++;1(2)2(2)3(4)1(5)1(4)1(3);44;71
107006;+-+-+-2122++-++121++-2222++++;2(2)2(2)3(4)2(5)0(4)0(3);41;67
101006;+-+++-2221+++++212+++2222++++;2(2)1(2)4(4)3(5)1(4)3(3);50;77
109001;--++-+2102++++-122+++2221---+;0(2)0(2)2(4)0(5)0(4)0(3);30;55
104006;------0000-----000---0000----;0(2)0(2)0(4)0(5)0(4)0(3);0;0
112004;--++++0002-+--+001---0000--+-;0(2)0(2)3(4)0(5)0(4)0(3);13;36
101015;-++---0002-+-+-001+--1000---+;0(2)2(2)0(4)3(5)1(4)0(3);16;40
101004;+-+-++2102++--+202--+2220-+++;0(2)2(2)1(4)0(5)0(4)1(3);30;55
103001;+-+-++2222+++++222+++2222++++;2(2)2(2)2(4)5(5)4(4)3(3);56;89
108006;------1010-----000-+-0000---+;0(2)0(2)0(4)0(5)0(4)0(3);4;12
101010;-++---1001-----000---1100----;0(2)0(2)0(4)0(5)0(4)0(3);6;17
111001;+-+-++1012++--+212+++2202++++;0(2)1(2)0(4)0(5)0(4)1(3);31;56
101014;-++-++2122+++++222+++2222-+++;2(2)2(2)4(4)5(5)4(4)3(3);56;89
104001;+-+-+-2221-++--212+++2202+-++;2(2)0(2)0(4)0(5)0(4)0(3);31;56
101014;+++--+2122+++++221++-2222++++;2(2)2(2)4(4)4(5)3(4)3(3);53;80
111002;++++++2212+++++212+++2222++++;0(2)1(2)3(4)4(5)1(4)3(3);50;77
105001;+-++++2222+++++220+++2222++++;2(2)2(2)3(4)2(5)4(4)1(3);51;78
101014;+-+-++2002-+---211++-0020-+-+;2(2)2(2)3(4)0(5)0(4)1(3);27;52
109002;+++---2002-+-+-001-++0200---+;0(2)0(2)0(4)0(5)0(4)0(3);15;39
114001;---+++0022---++022--+2002+---;2(2)2(2)4(4)2(5)4(4)0(3);33;58
101003;+-+--+2212+++++220+++2222++++;2(2)2(2)4(4)5(5)2(4)3(3);52;79
101003;++--++2222----+102-++1010----;1(2)0(2)0(4)0(5)1(4)1(3);23;47
101012;-++-+-2222+++++222---0102-+-+;2(2)1(2)2(4)4(5)0(4)0(3);36;62
101012;+-++++2212+++++202+++2222++++;2(2)2(2)4(4)5(5)1(4)3(3);53;80
101009;+-++++2212+++++222+++2222++++;2(2)2(2)3(4)5(5)4(4)3(3);57;92
106001;------1001-----001---0000----;0(2)0(2)0(4)0(5)0(4)0(3);3;9
113001;-+----0000-----000---0000----;0(2)0(2)0(4)0(5)0(4)0(3);1;3
101003;+++---1022-----000+-+1000----;0(2)0(2)0(4)0(5)0(4)0(3);11;31
110007;+-+---1212++++-100++-0100----;0(2)2(2)1(4)0(5)0(4)0(3);19;43
113001;+-+-++2212++-++220+-+2222-+++;2(2)0(2)4(4)0(5)0(4)1(3);39;65
111001;+-+--+1012-+-+-002+-+1221---+;0(2)0(2)0(4)0(5)0(4)0(3);20;44
107002;+-+---0000-----001---0010----;0(2)0(2)0(4)0(5)0(4)0(3);4;12
101016;++++++2222+++++122-++2222++++;2(2)1(2)3(4)5(5)4(4)1(3);54;83
101007;-++---0012-----000---1111+-++;1(2)2(2)1(4)0(5)0(4)0(3);16;40
101009;+-++++1002+-+--010+++2220-+++;1(2)1(2)2(4)0(5)0(4)0(3);27;52
108006;++----0000-+---000-+-0000----;0(2)0(2)0(4)0(5)0(4)0(3);4;12
103001;--+---1001--+--000---1100----;0(2)0(2)0(4)0(5)0(4)0(3);6;17
105002;+-++-+2122++++-222-++2221-+-+;1(2)2(2)4(4)5(5)1(4)0(3);45;72
106006;+-+---1012+---+000-+-1000----;0(2)0(2)0(4)0(5)0(4)0(3);10;28
113001;+++-++0001-+---010+++0020-+++;2(2)2(2)2(4)0(5)0(4)0(3);22;46
101019;++++++2222+++++002+++2122-+++;2(2)0(2)3(4)0(5)0(4)0(3);39;65
111003;+-++++2202+++-+102-++1122++-+;1(2)2(2)3(4)0(5)0(4)0(3);35;61
104002;++--++1002+++--012-++2120----;0(2)0(2)0(4)0(5)0(4)0(3);20;44
111008;++++++2222+++++222+++1222++++;1(2)2(2)4(4)2(5)0(4)3(3);51;78
101005;+-++++2122+++++222+++1222++++;2(2)2(2)3(4)5(5)4(4)3(3);56;89
101005;+-++++2221++-++222+-+0222++--;0(2)2(2)3(4)2(5)2(4)3(3);44;71
114001;++++-+0000--+--000++-0020----;0(2)0(2)0(4)0(5)0(4)0(3);10;28
101009;+++--+2122-++-+110+++1202++++;2(2)2(2)4(4)4(5)1(4)1(3);42;68
112001;+-+-++2212++++-220+++2222-+++;0(2)2(2)4(4)4(5)1(4)1(3);45;72
101014;+-+-+-2212----+000-++1200+--+;0(2)2(2)3(4)0(5)1(4)1(3);25;50
111007;--+-++2110-----001-++1100++++;0(2)0(2)1(4)0(5)0(4)0(3);17;41
104001;+-+---1001-----000---0000----;2(2)1(2)3(4)2(5)0(4)0(3);12;34
101012;+++-++2222++-++220+++2212++-+;2(2)2(2)3(4)5(5)2(4)0(3);48;75
101002;---+-+2001++++-122++-0020---+;0(2)0(2)0(4)0(5)0(4)0(3);19;43
101002;+-+-++2211+++--120+++2221-+++;2(2)2(2)3(4)1(5)1(4)1(3);39;65
107007;++++--1112+-+--001+++1221++++;2(2)1(2)0(4)4(5)0(4)2(3);34;60
104003;--+--+1102++---000++-2210++-+;0(2)0(2)0(4)0(5)0(4)0(3);18;42
101012;------0000-----000---0000----;0(2)0(2)0(4)0(5)0(4)0(3);0;0
105001;+++-++0111-+--+000-++2222+-+-;0(2)2(2)1(4)0(5)2(4)0(3);27;52
103001;-++--+1002+----000-+-1220----;0(2)0(2)0(4)0(5)0(4)0(3);13;36
113002;+-+-+-0001+----000---0000----;0(2)0(2)0(4)0(5)0(4)0(3);5;14
101009;-++-+-0002-++--000-+-2020----;0(2)0(2)0(4)0(5)0(4)0(3);12;34
